key,press_time,release_time,dwell_time,flight_time
s,0.0,219.85,219.85,0.0
e,431.37,634.24,202.88,211.52
c,773.69,1030.76,257.08,139.44
u,1226.56,1361.23,134.66,195.8
r,1486.66,1645.55,158.89,125.44
e,1812.03,2048.98,236.95,166.48
p,2246.43,2439.03,192.59,197.46
a,2572.65,2743.03,170.39,133.62
s,3002.5,3130.6,128.1,259.47
s,3308.71,3423.92,115.21,178.11
w,3715.0,3785.5,70.49,291.08
o,4000.66,4199.59,198.93,215.16
r,4396.72,4523.48,126.76,197.14
d,4821.88,5012.61,190.73,298.4
1,5161.75,5361.33,199.58,149.14
2,5586.69,5813.66,226.97,225.36
3,5857.34,6057.68,200.34,43.67
