key,press_time,release_time,dwell_time,flight_time
s,0.0,69.02,69.02,0.0
e,137.87,194.98,57.12,68.85
c,284.07,353.63,69.56,89.08
u,412.44,466.93,54.49,58.8
r,545.82,611.04,65.23,78.89
e,698.24,767.15,68.91,87.2
p,868.5,944.76,76.26,101.35
a,1023.32,1091.64,68.32,78.56
s,1175.95,1232.47,56.52,84.31
s,1342.27,1407.44,65.17,109.8
w,1514.43,1557.6,43.16,107.0
o,1670.92,1764.85,93.92,113.33
r,1846.99,1924.83,77.84,82.14
d,1998.89,2038.89,40.0,74.07
1,2178.46,2262.7,84.24,139.57
2,2342.97,2395.29,52.33,80.27
3,2488.98,2564.0,75.02,93.69
