key,press_time,release_time,dwell_time,flight_time
s,0.0,146.19,146.19,0.0
e,281.64,419.2,137.56,135.46
c,587.01,730.37,143.36,167.8
u,844.18,946.12,101.94,113.81
r,1036.22,1178.27,142.05,90.1
e,1309.02,1417.57,108.54,130.75
p,1562.65,1756.86,194.21,145.09
a,1906.88,2018.51,111.62,150.02
s,2179.84,2294.96,115.12,161.33
s,2439.79,2546.95,107.16,144.83
w,2671.78,2770.84,99.06,124.83
o,2938.38,3074.03,135.64,167.55
r,3294.44,3453.38,158.94,220.42
d,3505.94,3639.78,133.84,52.56
1,3795.93,3954.42,158.49,156.15
2,4092.77,4234.26,141.48,138.35
3,4411.91,4544.04,132.14,177.65
