key,press_time,release_time,dwell_time,flight_time
s,0.0,104.88,104.88,0.0
e,225.19,324.7,99.51,120.31
c,496.47,675.94,179.47,171.77
u,755.63,869.47,113.83,79.69
r,991.17,1093.38,102.22,121.7
e,1234.44,1309.91,75.47,141.05
p,1402.64,1533.15,130.51,92.73
a,1635.95,1779.58,143.63,102.8
s,1887.23,2023.29,136.05,107.65
s,2170.46,2273.2,102.74,147.17
w,2388.85,2493.33,104.48,115.65
o,2681.2,2853.03,171.82,187.88
r,3015.21,3138.7,123.49,162.18
d,3286.89,3395.07,108.18,148.19
1,3538.61,3679.17,140.56,143.55
2,3853.0,3961.94,108.94,173.83
3,4106.88,4276.24,169.35,144.95
