key,press_time,release_time,dwell_time,flight_time
s,0.0,69.43,69.43,0.0
e,167.33,238.11,70.77,97.9
c,324.47,399.08,74.61,86.37
u,506.7,612.36,105.66,107.61
r,687.57,778.09,90.53,75.2
e,907.94,998.12,90.18,129.85
p,1099.48,1199.96,100.47,101.36
a,1351.46,1425.67,74.21,151.51
s,1558.92,1615.18,56.26,133.25
s,1725.35,1792.36,67.01,110.17
w,1890.58,1970.67,80.09,98.22
o,2089.05,2143.95,54.9,118.38
r,2272.43,2335.97,63.54,128.48
d,2428.8,2504.52,75.72,92.84
1,2602.1,2695.85,93.74,97.58
2,2815.83,2891.22,75.39,119.99
3,2997.55,3075.05,77.5,106.33
