key,press_time,release_time,dwell_time,flight_time
s,0.0,102.73,102.73,0.0
e,282.57,362.97,80.41,179.84
c,426.84,545.78,118.94,63.87
u,699.83,835.39,135.56,154.05
r,978.59,1083.12,104.53,143.2
e,1178.33,1338.12,159.79,95.21
p,1451.9,1607.72,155.82,113.77
a,1730.03,1848.35,118.33,122.31
s,1914.42,2005.31,90.88,66.07
s,2099.62,2213.91,114.29,94.32
w,2358.2,2480.84,122.65,144.29
o,2582.53,2743.89,161.36,101.69
r,2818.8,2914.37,95.58,74.91
d,3001.77,3120.62,118.85,87.4
1,3205.56,3348.02,142.46,84.94
2,3432.78,3547.87,115.09,84.76
3,3613.23,3746.81,133.58,65.36
