key,press_time,release_time,dwell_time,flight_time
s,0.0,81.74,81.74,0.0
e,213.73,300.89,87.16,131.99
c,392.13,507.96,115.83,91.24
u,631.87,734.27,102.39,123.91
r,920.46,1016.97,96.51,186.2
e,1169.11,1320.68,151.58,152.13
p,1464.66,1582.02,117.36,143.98
a,1739.51,1855.77,116.26,157.49
s,1944.96,2045.38,100.42,89.19
s,2193.46,2275.46,82.0,148.08
w,2375.56,2492.8,117.24,100.1
o,2632.45,2709.22,76.76,139.65
r,2849.5,2949.0,99.5,140.28
d,3042.32,3146.27,103.95,93.31
1,3284.17,3345.05,60.89,137.9
2,3483.49,3530.16,46.67,138.44
3,3672.6,3806.61,134.0,142.45
