key,press_time,release_time,dwell_time,flight_time
s,0.0,99.64,99.64,0.0
e,225.51,298.31,72.8,125.87
c,381.61,463.2,81.59,83.3
u,580.68,647.3,66.62,117.48
r,750.73,805.63,54.89,103.43
e,912.57,1001.32,88.75,106.95
p,1104.44,1203.86,99.42,103.12
a,1308.92,1397.88,88.96,105.06
s,1454.19,1554.44,100.25,56.31
s,1612.59,1696.53,83.95,58.15
w,1817.0,1877.05,60.05,120.47
o,2051.35,2145.59,94.24,174.3
r,2275.1,2372.38,97.28,129.51
d,2467.65,2553.47,85.82,95.28
1,2645.77,2747.04,101.27,92.3
2,2874.31,2985.93,111.62,127.27
3,3158.92,3249.24,90.32,172.99
