key,press_time,release_time,dwell_time,flight_time
s,0.0,101.57,101.57,0.0
e,231.66,337.7,106.04,130.09
c,412.02,507.04,95.03,74.32
u,630.57,742.6,112.03,123.53
r,909.37,1006.63,97.27,166.76
e,1123.33,1221.35,98.02,116.7
p,1325.29,1436.18,110.89,103.94
a,1573.8,1681.06,107.26,137.62
s,1765.22,1840.9,75.68,84.16
s,1941.14,2025.37,84.23,100.24
w,2148.21,2231.94,83.73,122.84
o,2321.91,2413.14,91.22,89.98
r,2500.33,2599.99,99.66,87.2
d,2695.74,2749.85,54.11,95.75
1,2857.26,2948.33,91.06,107.41
2,3045.09,3159.67,114.58,96.77
3,3268.01,3373.96,105.95,108.34
