key,press_time,release_time,dwell_time,flight_time
s,0.0,64.3,64.3,0.0
e,177.46,239.64,62.18,113.16
c,342.28,437.75,95.47,102.64
u,529.79,603.69,73.91,92.03
r,702.22,779.48,77.26,98.53
e,884.82,961.45,76.62,105.34
p,1027.73,1113.16,85.43,66.28
a,1183.88,1263.63,79.74,70.72
s,1355.13,1417.7,62.57,91.5
s,1498.4,1542.37,43.97,80.71
w,1675.78,1753.12,77.34,133.41
o,1831.35,1899.38,68.03,78.24
r,2022.18,2089.75,67.57,122.8
d,2175.62,2254.48,78.86,85.87
1,2372.25,2487.46,115.21,117.77
2,2576.43,2666.93,90.5,88.97
3,2757.95,2857.3,99.35,91.03
