key,press_time,release_time,dwell_time,flight_time
s,0.0,83.49,83.49,0.0
e,217.22,318.63,101.41,133.73
c,489.49,581.07,91.58,170.86
u,694.88,798.36,103.48,113.81
r,951.01,1075.31,124.3,152.65
e,1215.88,1333.72,117.84,140.57
p,1449.44,1591.43,141.98,115.72
a,1700.49,1794.05,93.56,109.06
s,1976.44,2080.24,103.8,182.39
s,2189.38,2260.34,70.96,109.13
w,2442.02,2532.9,90.88,181.68
o,2661.84,2802.18,140.33,128.94
r,2909.16,3020.46,111.3,106.99
d,3213.5,3258.15,44.65,193.04
1,3404.75,3526.92,122.17,146.6
2,3647.42,3783.51,136.1,120.5
3,3922.9,4078.04,155.14,139.38
