key,press_time,release_time,dwell_time,flight_time
s,0.0,153.02,153.02,0.0
e,339.85,503.25,163.4,186.83
c,629.95,795.09,165.15,126.7
u,937.75,1132.51,194.76,142.66
r,1286.59,1422.28,135.69,154.08
e,1631.76,1767.77,136.01,209.48
p,1833.93,1996.66,162.73,66.16
a,2095.42,2311.66,216.25,98.76
s,2486.62,2669.2,182.58,174.96
s,2765.27,2929.33,164.06,96.07
w,3028.22,3268.46,240.24,98.89
o,3357.16,3528.68,171.52,88.7
r,3688.35,3885.04,196.69,159.67
d,3999.38,4171.81,172.43,114.34
1,4282.64,4402.14,119.5,110.82
2,4542.65,4724.78,182.13,140.51
3,4897.99,5043.97,145.98,173.21
