key,press_time,release_time,dwell_time,flight_time
s,0.0,219.88,219.88,0.0
e,435.2,595.9,160.7,215.32
c,821.74,969.75,148.01,225.84
u,1177.35,1252.33,74.98,207.6
r,1459.59,1666.65,207.05,207.26
e,1923.38,2110.04,186.67,256.73
p,2246.19,2452.95,206.76,136.15
a,2597.55,2705.07,107.52,144.6
s,2961.75,3124.44,162.69,256.68
s,3306.48,3456.61,150.12,182.05
w,3645.96,3778.78,132.83,189.35
o,4011.32,4166.43,155.11,232.53
r,4329.42,4554.03,224.61,162.98
d,4714.88,4829.78,114.9,160.86
1,4955.18,5243.86,288.68,125.41
2,5468.98,5683.76,214.78,225.12
3,5930.39,6187.09,256.7,246.63
