key,press_time,release_time,dwell_time,flight_time
s,0.0,117.01,117.01,0.0
e,192.47,338.86,146.39,75.46
c,452.26,549.76,97.5,113.4
u,667.68,807.6,139.92,117.92
r,921.24,1057.81,136.58,113.63
e,1170.2,1279.15,108.95,112.39
p,1407.79,1518.71,110.92,128.65
a,1625.4,1734.95,109.55,106.7
s,1857.59,1955.37,97.78,122.64
s,2092.72,2200.89,108.17,137.36
w,2324.87,2446.78,121.9,123.99
o,2512.36,2672.31,159.95,65.58
r,2789.47,2917.86,128.39,117.16
d,3078.37,3217.22,138.85,160.51
1,3359.52,3495.35,135.83,142.29
2,3570.99,3658.93,87.94,75.64
3,3795.62,3933.28,137.66,136.69
