key,press_time,release_time,dwell_time,flight_time
s,0.0,182.22,182.22,0.0
e,355.58,489.38,133.81,173.35
c,663.8,920.89,257.09,174.42
u,988.17,1097.51,109.35,67.27
r,1228.23,1379.9,151.67,130.72
e,1520.29,1692.07,171.78,140.38
p,1785.3,2054.51,269.21,93.23
a,2153.16,2309.49,156.32,98.65
s,2400.38,2545.9,145.52,90.89
s,2654.22,2828.69,174.47,108.33
w,2976.48,3185.0,208.51,147.79
o,3308.46,3447.55,139.1,123.46
r,3601.48,3760.9,159.41,153.93
d,3939.96,4206.91,266.95,179.07
1,4382.54,4529.16,146.62,175.62
2,4818.95,4982.84,163.89,289.8
3,5119.85,5291.69,171.85,137.01
