key,press_time,release_time,dwell_time,flight_time
s,0.0,169.31,169.31,0.0
e,358.14,466.84,108.71,188.82
c,647.27,806.42,159.14,180.43
u,1094.14,1257.3,163.16,287.72
r,1452.16,1569.08,116.92,194.86
e,1734.93,1870.61,135.68,165.85
p,2082.52,2283.67,201.15,211.91
a,2427.86,2640.55,212.69,144.19
s,2900.41,3037.08,136.67,259.86
s,3211.34,3430.97,219.63,174.26
w,3605.22,3751.82,146.59,174.25
o,3778.6,3895.34,116.74,26.78
r,4082.91,4302.08,219.17,187.57
d,4436.04,4582.12,146.07,133.97
1,4832.7,5058.29,225.59,250.58
2,5248.87,5487.03,238.17,190.57
3,5626.25,5812.98,186.73,139.22
