key,press_time,release_time,dwell_time,flight_time
s,0.0,132.32,132.32,0.0
e,535.41,597.74,62.33,403.08
c,866.32,977.39,111.07,268.58
u,1263.55,1303.55,40.0,286.16
r,1383.33,1619.7,236.37,79.78
e,1856.15,2081.97,225.81,236.45
p,2224.3,2419.19,194.89,142.33
a,2586.19,2797.82,211.63,167.0
s,3011.47,3147.67,136.2,213.65
s,3440.13,3665.23,225.11,292.46
w,3981.87,4237.93,256.06,316.64
o,4483.26,4591.99,108.73,245.33
r,4735.49,4935.69,200.21,143.5
d,5161.3,5273.02,111.72,225.61
1,5575.71,5696.6,120.88,302.7
2,5953.22,6056.13,102.91,256.62
3,6166.55,6465.05,298.5,110.42
