key,press_time,release_time,dwell_time,flight_time
s,0.0,96.37,96.37,0.0
e,200.61,295.54,94.93,104.24
c,381.91,498.45,116.53,86.37
u,567.28,685.15,117.87,68.84
r,769.09,874.0,104.91,83.94
e,994.81,1101.79,106.98,120.82
p,1204.68,1312.29,107.61,102.89
a,1395.07,1477.75,82.68,82.78
s,1601.92,1697.43,95.51,124.17
s,1835.01,1875.01,40.0,137.58
w,1966.18,2006.18,40.0,91.17
o,2125.99,2207.9,81.91,119.81
r,2321.83,2425.28,103.46,113.93
d,2551.84,2629.12,77.28,126.55
1,2763.39,2863.51,100.13,134.27
2,2965.68,3055.58,89.9,102.17
3,3163.23,3252.23,89.0,107.65
