key,press_time,release_time,dwell_time,flight_time
s,0.0,65.13,65.13,0.0
e,175.42,233.96,58.55,110.29
c,317.38,393.63,76.24,83.42
u,497.94,574.02,76.08,104.32
r,637.73,710.15,72.42,63.71
e,799.5,889.12,89.62,89.35
p,997.95,1106.86,108.91,108.83
a,1199.13,1273.04,73.91,92.27
s,1371.13,1425.05,53.92,98.1
s,1508.3,1568.79,60.48,83.25
w,1677.27,1727.29,50.02,108.48
o,1808.56,1908.8,100.24,81.27
r,2003.8,2094.17,90.37,95.0
d,2187.17,2264.12,76.95,93.0
1,2344.56,2439.37,94.81,80.43
2,2544.36,2622.02,77.66,105.0
3,2751.01,2841.76,90.75,128.99
