key,press_time,release_time,dwell_time,flight_time
s,0.0,91.02,91.02,0.0
e,146.74,249.9,103.16,55.72
c,311.58,398.63,87.05,61.68
u,454.28,537.33,83.05,55.65
r,601.43,726.7,125.27,64.1
e,813.31,868.93,55.62,86.61
p,971.02,1087.48,116.46,102.1
a,1207.73,1315.19,107.46,120.25
s,1396.23,1469.59,73.35,81.04
s,1554.63,1618.41,63.77,85.05
w,1717.63,1812.44,94.81,99.22
o,1893.0,1955.43,62.43,80.56
r,2007.68,2087.16,79.48,52.25
d,2188.62,2236.82,48.2,101.46
1,2334.44,2436.23,101.78,97.63
2,2522.31,2610.66,88.36,86.08
3,2741.92,2848.0,106.09,131.25
