key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,135.24,233.32,98.08,95.24
c,341.34,455.33,114.0,108.02
u,543.11,603.41,60.3,87.77
r,785.77,873.01,87.23,182.36
e,995.11,1179.19,184.08,122.1
p,1309.09,1459.09,150.0,129.9
a,1626.61,1685.21,58.6,167.52
s,1758.69,1877.55,118.86,73.48
s,2132.72,2269.71,136.98,255.17
w,2294.71,2340.11,45.4,25.0
o,2365.11,2405.11,40.0,25.0
r,2437.16,2593.61,156.45,32.05
d,2706.48,2802.44,95.96,112.87
1,3021.59,3108.41,86.82,219.14
2,3205.95,3313.3,107.34,97.54
3,3338.3,3513.18,174.88,25.0
