key,press_time,release_time,dwell_time,flight_time
s,0.0,85.27,85.27,0.0
e,290.28,416.05,125.77,205.01
c,543.59,680.53,136.94,127.54
u,779.8,883.72,103.93,99.26
r,1045.42,1130.24,84.82,161.7
e,1252.12,1359.01,106.89,121.88
p,1555.49,1696.79,141.3,196.48
a,1790.1,1947.31,157.21,93.31
s,2135.17,2231.57,96.4,187.87
s,2411.68,2534.79,123.11,180.11
w,2688.59,2819.24,130.65,153.8
o,2940.61,3089.44,148.82,121.37
r,3208.02,3351.65,143.63,118.58
d,3478.06,3552.54,74.48,126.42
1,3700.66,3847.03,146.37,148.12
2,4037.0,4187.33,150.33,189.96
3,4409.52,4531.48,121.96,222.19
