key,press_time,release_time,dwell_time,flight_time
s,0.0,106.67,106.67,0.0
e,210.11,304.46,94.35,103.44
c,396.54,481.5,84.96,92.08
u,560.34,664.23,103.89,78.84
r,760.37,839.58,79.2,96.14
e,925.9,985.82,59.93,86.32
p,1047.35,1152.46,105.11,61.53
a,1258.08,1334.06,75.97,105.62
s,1437.18,1508.56,71.38,103.12
s,1578.45,1656.08,77.63,69.9
w,1774.07,1846.42,72.35,117.98
o,1968.44,2060.04,91.6,122.02
r,2137.22,2230.78,93.56,77.18
d,2321.65,2391.09,69.44,90.87
1,2483.56,2624.39,140.83,92.47
2,2723.13,2830.89,107.76,98.75
3,2917.66,3030.43,112.76,86.77
