key,press_time,release_time,dwell_time,flight_time
s,0.0,139.07,139.07,0.0
e,356.11,466.7,110.58,217.05
c,707.23,886.66,179.42,240.54
u,978.7,1128.96,150.26,92.04
r,1342.28,1518.93,176.65,213.32
e,1658.79,1751.72,92.93,139.87
p,1931.1,2056.66,125.56,179.39
a,2203.91,2335.03,131.12,147.25
s,2482.98,2581.72,98.74,147.95
s,2748.58,2939.16,190.58,166.86
w,3009.19,3108.75,99.56,70.03
o,3273.29,3329.76,56.47,164.54
r,3511.88,3689.03,177.15,182.12
d,3849.01,3960.48,111.47,159.99
1,4110.51,4266.97,156.46,150.02
2,4386.23,4564.1,177.87,119.26
3,4763.5,4884.55,121.05,199.4
