key,press_time,release_time,dwell_time,flight_time
s,0.0,76.63,76.63,0.0
e,185.59,282.22,96.63,108.96
c,359.42,437.09,77.67,77.2
u,533.9,612.72,78.82,96.81
r,674.49,754.82,80.33,61.77
e,863.82,937.07,73.25,109.01
p,1000.89,1111.35,110.46,63.82
a,1250.92,1349.92,99.0,139.57
s,1424.45,1493.94,69.49,74.54
s,1616.86,1701.07,84.21,122.92
w,1795.87,1864.11,68.24,94.8
o,1997.49,2088.03,90.54,133.38
r,2179.87,2282.99,103.12,91.84
d,2379.78,2473.96,94.18,96.79
1,2531.82,2648.4,116.58,57.86
2,2738.06,2877.11,139.06,89.66
3,2943.72,3067.99,124.27,66.61
