key,press_time,release_time,dwell_time,flight_time
s,0.0,68.1,68.1,0.0
e,185.19,229.14,43.96,117.08
c,341.01,397.67,56.66,111.87
u,490.7,552.88,62.18,93.02
r,667.46,737.72,70.26,114.59
e,810.11,867.86,57.75,72.39
p,933.85,1009.39,75.54,65.99
a,1114.96,1188.81,73.86,105.57
s,1335.44,1393.61,58.17,146.63
s,1450.31,1515.84,65.53,56.7
w,1618.06,1704.68,86.62,102.22
o,1800.07,1862.7,62.62,95.39
r,2001.39,2094.05,92.66,138.7
d,2176.06,2238.45,62.38,82.01
1,2359.96,2446.99,87.03,121.51
2,2579.1,2678.67,99.57,132.11
3,2807.51,2918.48,110.97,128.84
