key,press_time,release_time,dwell_time,flight_time
s,0.0,134.63,134.63,0.0
e,360.65,519.56,158.91,226.02
c,708.55,979.5,270.95,188.98
u,1111.79,1319.58,207.79,132.29
r,1448.51,1647.33,198.82,128.93
e,1729.29,1971.02,241.72,81.96
p,2067.09,2313.64,246.55,96.07
a,2546.22,2791.15,244.92,232.58
s,2931.47,3101.56,170.1,140.32
s,3189.49,3376.52,187.02,87.93
w,3583.09,3832.89,249.8,206.57
o,4076.93,4277.32,200.4,244.04
r,4448.07,4687.84,239.77,170.75
d,4883.45,5056.08,172.62,195.61
1,5165.33,5488.62,323.3,109.25
2,5654.77,5863.67,208.91,166.14
3,5995.05,6269.98,274.93,131.38
