key,press_time,release_time,dwell_time,flight_time
s,0.0,120.11,120.11,0.0
e,276.94,381.62,104.68,156.83
c,531.85,675.7,143.84,150.23
u,795.2,895.01,99.82,119.5
r,1027.97,1147.85,119.88,132.96
e,1230.4,1422.39,191.99,82.55
p,1600.04,1758.83,158.79,177.65
a,1898.19,2034.56,136.37,139.36
s,2194.09,2333.03,138.94,159.53
s,2459.26,2574.53,115.27,126.23
w,2723.86,2841.67,117.81,149.34
o,3018.41,3187.55,169.14,176.74
r,3324.97,3428.65,103.68,137.42
d,3554.55,3673.82,119.27,125.9
1,3810.23,3994.36,184.12,136.41
2,4108.23,4293.96,185.73,113.88
3,4474.92,4650.04,175.12,180.96
