key,press_time,release_time,dwell_time,flight_time
s,0.0,173.79,173.79,0.0
e,352.74,563.47,210.74,178.95
c,751.92,924.26,172.33,188.45
u,1230.13,1417.81,187.67,305.88
r,1536.93,1701.23,164.3,119.12
e,1876.55,2023.4,146.85,175.33
p,2158.32,2337.5,179.18,134.92
a,2505.77,2634.18,128.41,168.27
s,2780.14,2903.32,123.18,145.95
s,3018.25,3146.37,128.12,114.94
w,3299.07,3463.47,164.4,152.7
o,3564.38,3665.57,101.2,100.91
r,3862.9,4059.3,196.4,197.33
d,4226.58,4436.89,210.3,167.28
1,4606.16,4781.86,175.71,169.27
2,4934.07,5122.72,188.65,152.21
3,5301.58,5509.62,208.04,178.86
