key,press_time,release_time,dwell_time,flight_time
s,0.0,133.72,133.72,0.0
e,166.22,301.77,135.55,32.5
c,374.45,414.45,40.0,72.69
u,741.33,781.33,40.0,326.88
r,937.14,1033.15,96.01,155.81
e,1191.47,1277.8,86.34,158.32
p,1302.8,1403.43,100.63,25.0
a,1535.29,1693.85,158.56,131.86
s,1961.94,2053.67,91.73,268.09
s,2182.11,2315.54,133.42,128.44
w,2416.14,2514.2,98.06,100.6
o,2670.85,2769.51,98.65,156.66
r,2988.66,3064.56,75.9,219.15
d,3179.47,3313.34,133.88,114.9
1,3464.19,3629.92,165.74,150.84
2,3771.32,3952.86,181.53,141.4
3,4080.87,4238.35,157.48,128.02
