key,press_time,release_time,dwell_time,flight_time
s,0.0,243.16,243.16,0.0
e,478.99,749.47,270.48,235.83
c,1120.01,1308.05,188.04,370.54
u,1496.34,1659.86,163.53,188.29
r,1794.21,2008.48,214.27,134.35
e,2228.02,2438.81,210.79,219.54
p,2679.13,2901.08,221.95,240.31
a,3002.29,3224.48,222.19,101.21
s,3349.96,3526.89,176.93,125.48
s,3793.31,3989.93,196.62,266.42
w,4185.92,4431.16,245.25,195.99
o,4638.32,4853.47,215.16,207.16
r,5066.98,5298.53,231.55,213.5
d,5550.31,5658.94,108.63,251.78
1,5842.25,5988.54,146.29,183.31
2,6117.75,6390.41,272.66,129.21
3,6500.07,6793.81,293.74,109.66
