key,press_time,release_time,dwell_time,flight_time
s,0.0,101.12,101.12,0.0
e,257.22,367.55,110.34,156.09
c,566.4,647.75,81.35,198.85
u,802.84,938.76,135.91,155.1
r,1072.91,1189.78,116.87,134.16
e,1370.28,1489.71,119.43,180.49
p,1638.97,1724.18,85.21,149.26
a,1830.68,1952.41,121.72,106.5
s,2131.84,2239.19,107.35,179.43
s,2421.97,2582.86,160.89,182.78
w,2683.82,2790.11,106.3,100.96
o,2979.08,3076.73,97.65,188.97
r,3202.24,3311.44,109.2,125.52
d,3460.95,3582.77,121.82,149.51
1,3760.43,3915.89,155.46,177.66
2,4022.16,4159.61,137.45,106.26
3,4268.65,4418.36,149.71,109.04
