key,press_time,release_time,dwell_time,flight_time
s,0.0,70.94,70.94,0.0
e,168.28,232.31,64.03,97.34
c,308.42,379.84,71.42,76.11
u,456.83,531.01,74.18,76.99
r,599.91,680.28,80.37,68.9
e,777.18,858.93,81.75,96.9
p,918.52,1005.91,87.39,59.59
a,1064.49,1109.79,45.3,58.58
s,1183.47,1237.97,54.5,73.69
s,1308.72,1362.24,53.52,70.75
w,1468.68,1544.16,75.48,106.44
o,1619.72,1697.58,77.87,75.55
r,1773.33,1840.44,67.11,75.75
d,1925.8,2010.97,85.18,85.35
1,2074.74,2168.37,93.63,63.77
2,2264.03,2334.07,70.03,95.66
3,2387.2,2472.33,85.13,53.13
