key,press_time,release_time,dwell_time,flight_time
s,0.0,148.23,148.23,0.0
e,273.16,409.15,135.98,124.94
c,534.86,619.86,85.01,125.71
u,760.73,917.94,157.21,140.86
r,1035.44,1160.72,125.28,117.5
e,1307.3,1475.51,168.21,146.57
p,1649.77,1795.36,145.59,174.26
a,1940.89,2069.41,128.53,145.53
s,2216.3,2323.74,107.44,146.89
s,2468.87,2604.48,135.62,145.13
w,2702.98,2827.49,124.51,98.5
o,2971.89,3084.01,112.12,144.4
r,3258.43,3438.92,180.49,174.42
d,3593.31,3719.44,126.13,154.39
1,3826.53,3983.27,156.74,107.09
2,4134.7,4295.45,160.76,151.43
3,4471.94,4592.99,121.05,176.49
