key,press_time,release_time,dwell_time,flight_time
s,0.0,118.33,118.33,0.0
e,274.37,390.54,116.17,156.04
c,553.54,677.65,124.11,163.0
u,835.18,965.45,130.27,157.53
r,1103.36,1242.05,138.69,137.91
e,1421.14,1517.64,96.49,179.09
p,1663.41,1838.55,175.15,145.77
a,1956.23,2063.49,107.25,117.68
s,2189.36,2266.45,77.09,125.88
s,2479.87,2578.3,98.44,213.42
w,2785.24,2939.73,154.49,206.94
o,3165.73,3283.19,117.45,226.0
r,3425.72,3552.45,126.73,142.54
d,3665.73,3780.99,115.26,113.28
1,3891.12,4054.35,163.23,110.12
2,4166.93,4311.99,145.05,112.59
3,4491.68,4671.24,179.56,179.69
