key,press_time,release_time,dwell_time,flight_time
s,0.0,95.92,95.92,0.0
e,229.48,409.1,179.61,133.56
c,576.8,722.19,145.39,167.7
u,866.4,1077.38,210.98,144.21
r,1258.14,1408.25,150.11,180.77
e,1556.85,1738.0,181.15,148.6
p,1933.58,2112.42,178.83,195.58
a,2430.61,2655.89,225.28,318.2
s,2845.97,3003.29,157.32,190.08
s,3157.11,3308.31,151.21,153.82
w,3485.74,3626.44,140.7,177.43
o,3818.38,3994.06,175.68,191.95
r,4203.96,4347.22,143.26,209.9
d,4511.17,4651.54,140.37,163.95
1,4840.63,5044.96,204.33,189.09
2,5249.53,5487.53,238.01,204.56
3,5616.75,5847.4,230.65,129.22
