key,press_time,release_time,dwell_time,flight_time
s,0.0,54.43,54.43,0.0
e,166.17,325.7,159.53,111.74
c,432.85,576.55,143.7,107.15
u,685.35,838.1,152.75,108.79
r,934.15,976.64,42.48,96.05
e,1068.09,1175.12,107.03,91.45
p,1253.83,1376.63,122.81,78.71
a,1449.3,1566.3,117.0,72.67
s,1687.24,1748.9,61.66,120.94
s,1857.34,1941.37,84.03,108.44
w,2041.08,2139.05,97.97,99.71
o,2258.38,2379.83,121.45,119.34
r,2484.83,2606.13,121.3,105.0
d,2796.61,2899.85,103.24,190.48
1,3002.46,3162.45,160.0,102.61
2,3286.31,3382.31,96.0,123.86
3,3442.5,3572.34,129.84,60.18
