key,press_time,release_time,dwell_time,flight_time
s,0.0,147.06,147.06,0.0
e,281.45,456.71,175.26,134.39
c,628.43,706.99,78.55,171.72
u,947.3,1106.56,159.27,240.31
r,1257.03,1367.87,110.84,150.47
e,1494.02,1631.89,137.86,126.16
p,1844.43,2005.35,160.92,212.54
a,2132.33,2333.46,201.14,126.98
s,2526.38,2664.47,138.09,192.92
s,2819.19,2919.06,99.87,154.72
w,3127.39,3326.54,199.16,208.32
o,3475.55,3668.27,192.71,149.01
r,3882.43,3990.27,107.84,214.16
d,4131.26,4231.52,100.27,140.98
1,4371.32,4538.59,167.27,139.8
2,4698.55,4865.58,167.03,159.96
3,4984.62,5208.9,224.28,119.05
