key,press_time,release_time,dwell_time,flight_time
s,0.0,205.08,205.08,0.0
e,356.63,575.71,219.08,151.55
c,704.95,835.43,130.48,129.24
u,972.08,1108.38,136.3,136.65
r,1261.99,1396.69,134.69,153.61
e,1547.17,1707.52,160.34,150.49
p,1883.98,2049.23,165.24,176.47
a,2198.67,2359.24,160.57,149.44
s,2581.41,2688.48,107.07,222.17
s,2713.48,2873.24,159.76,25.0
w,3067.15,3261.56,194.41,193.91
o,3424.68,3566.43,141.75,163.12
r,3695.16,3816.72,121.57,128.72
d,3970.22,4053.14,82.93,153.49
1,4176.81,4311.66,134.85,123.67
2,4481.9,4690.05,208.15,170.24
3,4834.76,5037.1,202.34,144.71
