key,press_time,release_time,dwell_time,flight_time
s,0.0,97.19,97.19,0.0
e,286.21,549.29,263.08,189.02
c,847.07,973.42,126.35,297.78
u,1407.57,1595.78,188.21,434.15
r,1764.42,1900.18,135.75,168.64
e,2205.66,2269.59,63.93,305.48
p,2399.92,2549.3,149.38,130.32
a,2675.95,2849.08,173.14,126.65
s,3213.52,3408.58,195.06,364.44
s,3629.83,3773.37,143.54,221.25
w,3798.37,4002.78,204.41,25.0
o,4180.24,4354.99,174.75,177.46
r,4683.51,4966.92,283.41,328.53
d,5226.52,5324.34,97.81,259.6
1,5492.66,5822.37,329.71,168.32
2,6115.21,6248.99,133.78,292.85
3,6347.76,6580.9,233.14,98.77
