key,press_time,release_time,dwell_time,flight_time
s,0.0,75.46,75.46,0.0
e,165.76,229.88,64.11,90.3
c,356.34,424.41,68.06,126.47
u,517.68,599.22,81.53,93.28
r,719.86,777.39,57.52,120.65
e,870.88,934.72,63.83,93.5
p,1042.74,1135.39,92.65,108.02
a,1225.05,1292.94,67.89,89.66
s,1483.27,1544.95,61.67,190.33
s,1597.13,1672.15,75.02,52.19
w,1746.99,1844.61,97.62,74.84
o,1951.76,2027.94,76.19,107.14
r,2157.25,2227.95,70.7,129.31
d,2326.01,2376.18,50.17,98.06
1,2493.05,2585.15,92.1,116.88
2,2668.05,2790.3,122.25,82.9
3,2861.9,2924.38,62.48,71.6
