key,press_time,release_time,dwell_time,flight_time
s,0.0,64.6,64.6,0.0
e,139.79,208.77,68.99,75.19
c,314.01,395.75,81.74,105.24
u,490.67,545.24,54.57,94.92
r,629.23,694.69,65.46,84.0
e,773.88,836.06,62.18,79.19
p,915.21,973.16,57.95,79.15
a,1072.4,1133.64,61.24,99.23
s,1239.88,1304.86,64.99,106.24
s,1391.32,1459.73,68.41,86.46
w,1546.11,1615.17,69.05,86.38
o,1702.12,1802.69,100.56,86.96
r,1907.95,1970.83,62.88,105.26
d,2061.94,2146.55,84.62,91.11
1,2237.0,2331.3,94.3,90.45
2,2408.41,2481.32,72.92,77.11
3,2571.74,2662.26,90.51,90.42
