key,press_time,release_time,dwell_time,flight_time
s,0.0,45.88,45.88,0.0
e,131.27,191.56,60.29,85.39
c,283.99,360.26,76.27,92.44
u,428.92,494.21,65.29,68.66
r,592.12,680.73,88.61,97.91
e,776.51,863.51,87.0,95.77
p,913.19,993.23,80.05,49.68
a,1065.79,1139.06,73.28,72.55
s,1231.62,1321.48,89.86,92.56
s,1387.85,1448.49,60.64,66.37
w,1532.01,1603.91,71.9,83.52
o,1672.9,1757.28,84.38,68.99
r,1833.01,1894.89,61.88,75.73
d,2005.56,2076.04,70.48,110.67
1,2123.64,2222.01,98.37,47.61
2,2302.79,2389.99,87.2,80.78
3,2463.31,2568.74,105.42,73.32
