key,press_time,release_time,dwell_time,flight_time
s,0.0,130.16,130.16,0.0
e,204.94,387.89,182.95,74.78
c,504.52,715.58,211.05,116.63
u,916.18,1112.54,196.36,200.61
r,1239.3,1377.3,138.0,126.76
e,1523.76,1683.38,159.62,146.47
p,1856.74,2067.75,211.01,173.36
a,2211.66,2383.21,171.55,143.9
s,2491.99,2686.8,194.81,108.78
s,2825.08,2970.66,145.58,138.28
w,3146.5,3314.95,168.45,175.84
o,3490.93,3663.07,172.14,175.97
r,3752.12,3950.9,198.79,89.05
d,4086.26,4238.36,152.11,135.35
1,4419.77,4590.74,170.97,181.41
2,4754.67,4977.01,222.34,163.93
3,5106.13,5251.06,144.93,129.12
