key,press_time,release_time,dwell_time,flight_time
s,0.0,100.81,100.81,0.0
e,234.15,331.41,97.26,133.34
c,498.53,642.73,144.21,167.11
u,679.83,811.17,131.34,37.1
r,931.21,1056.23,125.02,120.05
e,1178.03,1292.34,114.31,121.8
p,1389.16,1507.05,117.9,96.82
a,1672.75,1786.1,113.35,165.7
s,1892.34,1996.47,104.13,106.24
s,2147.58,2240.95,93.36,151.11
w,2386.14,2519.71,133.57,145.2
o,2715.75,2838.37,122.62,196.04
r,2952.47,3083.1,130.63,114.09
d,3224.75,3388.41,163.66,141.66
1,3532.89,3679.61,146.72,144.48
2,3859.26,4036.87,177.61,179.65
3,4181.55,4303.03,121.48,144.68
