key,press_time,release_time,dwell_time,flight_time
s,0.0,65.45,65.45,0.0
e,246.28,460.04,213.76,180.83
c,592.17,778.59,186.42,132.13
u,897.43,1041.73,144.31,118.84
r,1214.65,1326.31,111.66,172.92
e,1435.79,1528.46,92.66,109.48
p,1597.55,1765.23,167.68,69.1
a,1790.23,1913.97,123.74,25.0
s,1995.8,2059.6,63.8,81.83
s,2164.56,2356.4,191.84,104.96
w,2545.45,2792.81,247.37,189.05
o,2933.44,3122.8,189.36,140.63
r,3277.68,3359.8,82.12,154.88
d,3409.29,3539.76,130.47,49.48
1,3688.24,3897.09,208.85,148.48
2,4063.66,4206.95,143.29,166.57
3,4305.11,4499.58,194.48,98.15
