key,press_time,release_time,dwell_time,flight_time
s,0.0,266.06,266.06,0.0
e,488.99,703.64,214.65,222.93
c,987.62,1131.03,143.41,283.99
u,1224.09,1404.0,179.91,93.06
r,1598.82,1800.09,201.27,194.81
e,2003.4,2261.77,258.37,203.31
p,2361.01,2590.06,229.05,99.24
a,2762.28,2959.51,197.23,172.22
s,3183.0,3342.93,159.92,223.49
s,3595.26,3751.63,156.38,252.33
w,4006.38,4184.02,177.64,254.74
o,4338.65,4518.79,180.14,154.63
r,4758.14,4878.11,119.97,239.35
d,5054.07,5159.91,105.83,175.97
1,5353.0,5552.42,199.41,193.1
2,5697.61,5910.44,212.83,145.2
3,6167.39,6373.89,206.5,256.95
