key,press_time,release_time,dwell_time,flight_time
s,0.0,151.46,151.46,0.0
e,350.69,541.1,190.4,199.23
c,674.13,924.66,250.53,133.03
u,1018.36,1165.21,146.85,93.7
r,1282.55,1460.94,178.39,117.33
e,1608.72,1782.24,173.52,147.79
p,1871.28,2138.69,267.41,89.03
a,2257.39,2475.98,218.59,118.7
s,2631.58,2798.58,167.0,155.6
s,2951.64,3168.79,217.14,153.06
w,3311.39,3542.89,231.5,142.6
o,3742.72,3850.12,107.39,199.83
r,3978.95,4171.81,192.85,128.84
d,4300.44,4453.44,153.01,128.63
1,4645.1,4877.38,232.28,191.66
2,4999.92,5180.54,180.62,122.54
3,5318.59,5461.38,142.79,138.05
