key,press_time,release_time,dwell_time,flight_time
s,0.0,76.08,76.08,0.0
e,177.35,296.64,119.29,101.27
c,367.43,465.31,97.87,70.8
u,635.65,729.8,94.15,170.34
r,809.92,869.86,59.94,80.11
e,914.29,1037.22,122.94,44.43
p,1125.35,1224.38,99.03,88.13
a,1313.42,1417.85,104.43,89.04
s,1503.11,1572.2,69.09,85.26
s,1666.91,1725.49,58.58,94.71
w,1831.37,1943.02,111.65,105.88
o,2057.54,2150.8,93.27,114.52
r,2245.36,2307.62,62.27,94.55
d,2353.62,2397.44,43.82,45.99
1,2481.33,2577.83,96.5,83.89
2,2684.56,2786.44,101.88,106.73
3,2895.19,3021.83,126.64,108.75
