key,press_time,release_time,dwell_time,flight_time
s,0.0,73.27,73.27,0.0
e,170.53,227.09,56.56,97.27
c,309.85,394.09,84.23,82.76
u,476.96,562.35,85.39,82.88
r,664.6,750.48,85.88,102.24
e,816.27,881.44,65.16,65.8
p,963.71,1050.82,87.11,82.28
a,1131.33,1199.71,68.38,80.5
s,1241.64,1340.88,99.24,41.93
s,1427.85,1497.67,69.82,86.98
w,1594.3,1682.02,87.72,96.63
o,1774.79,1879.39,104.61,92.77
r,1982.25,2037.9,55.65,102.86
d,2142.29,2249.48,107.18,104.39
1,2315.79,2387.14,71.35,66.32
2,2540.79,2643.45,102.67,153.64
3,2708.27,2793.33,85.07,64.81
