key,press_time,release_time,dwell_time,flight_time
s,0.0,189.63,189.63,0.0
e,567.39,655.5,88.11,377.75
c,1056.4,1309.87,253.47,400.9
u,1487.24,1592.14,104.91,177.36
r,1884.29,2082.4,198.1,292.15
e,2168.3,2444.39,276.09,85.9
p,2540.31,2674.31,134.0,95.92
a,2723.52,2922.89,199.37,49.22
s,2962.53,3083.66,121.13,39.64
s,3275.02,3476.66,201.64,191.36
w,3616.36,3773.46,157.1,139.71
o,4036.84,4302.35,265.5,263.38
r,4584.11,4706.63,122.52,281.77
d,5004.32,5219.87,215.55,297.69
1,5283.15,5463.53,180.38,63.28
2,5768.8,5950.9,182.1,305.27
3,6229.25,6485.1,255.85,278.35
