key,press_time,release_time,dwell_time,flight_time
s,0.0,62.25,62.25,0.0
e,160.51,206.94,46.43,98.26
c,257.33,322.67,65.34,50.38
u,364.24,431.3,67.05,41.58
r,525.02,599.01,73.99,93.72
e,657.09,725.42,68.33,58.08
p,804.33,889.64,85.31,78.91
a,947.63,1019.16,71.53,57.99
s,1079.67,1145.57,65.9,60.51
s,1242.21,1293.66,51.45,96.63
w,1383.22,1441.07,57.85,89.56
o,1523.44,1588.06,64.62,82.36
r,1673.24,1748.67,75.43,85.18
d,1855.43,1930.38,74.95,106.76
1,2038.26,2129.1,90.84,107.88
2,2208.59,2296.21,87.62,79.49
3,2361.69,2434.96,73.27,65.49
