key,press_time,release_time,dwell_time,flight_time
s,0.0,92.89,92.89,0.0
e,143.58,216.87,73.29,50.69
c,283.38,384.31,100.93,66.51
u,490.81,563.5,72.69,106.5
r,625.98,685.26,59.28,62.48
e,752.07,855.36,103.29,66.81
p,945.55,1039.58,94.03,90.19
a,1130.37,1218.08,87.71,90.79
s,1322.56,1383.75,61.19,104.48
s,1490.48,1566.68,76.19,106.74
w,1629.06,1727.97,98.92,62.38
o,1794.28,1869.03,74.75,66.31
r,1952.03,1997.75,45.72,83.0
d,2056.28,2145.81,89.53,58.52
1,2227.52,2312.76,85.23,81.72
2,2383.76,2483.35,99.59,71.0
3,2558.29,2646.37,88.08,74.94
