key,press_time,release_time,dwell_time,flight_time
s,0.0,137.75,137.75,0.0
e,260.59,398.62,138.04,122.84
c,503.45,654.78,151.33,104.82
u,836.4,1002.04,165.64,181.62
r,1111.07,1255.97,144.9,109.03
e,1388.22,1501.55,113.33,132.25
p,1626.93,1812.78,185.85,125.37
a,1923.31,2048.54,125.23,110.53
s,2204.92,2356.85,151.93,156.38
s,2464.8,2552.93,88.13,107.95
w,2691.23,2859.94,168.71,138.31
o,2980.0,3120.28,140.27,120.06
r,3292.94,3428.1,135.16,172.67
d,3526.44,3685.01,158.56,98.34
1,3819.87,3959.72,139.85,134.87
2,4106.91,4245.52,138.61,147.19
3,4470.57,4603.07,132.5,225.06
