key,press_time,release_time,dwell_time,flight_time
s,0.0,42.03,42.03,0.0
e,135.06,205.4,70.34,93.04
c,281.4,362.65,81.26,75.99
u,416.99,474.78,57.79,54.34
r,544.11,629.12,85.01,69.32
e,697.3,762.48,65.18,68.18
p,854.46,906.35,51.89,91.98
a,960.07,1022.11,62.03,53.73
s,1097.38,1137.58,40.2,75.27
s,1202.09,1267.5,65.41,64.52
w,1347.47,1427.69,80.22,79.98
o,1520.83,1588.67,67.84,93.13
r,1709.33,1783.95,74.62,120.66
d,1844.89,1891.68,46.79,60.94
1,1955.52,2017.81,62.29,63.83
2,2110.04,2180.28,70.24,92.23
3,2266.89,2359.89,92.99,86.61
