key,press_time,release_time,dwell_time,flight_time
s,0.0,68.44,68.44,0.0
e,155.05,222.09,67.04,86.62
c,309.19,360.6,51.41,87.09
u,474.2,529.03,54.83,113.6
r,635.17,717.74,82.56,106.14
e,841.83,937.68,95.86,124.09
p,1087.64,1189.83,102.19,149.95
a,1299.46,1350.89,51.42,109.64
s,1450.54,1523.34,72.8,99.65
s,1622.8,1691.65,68.85,99.46
w,1776.13,1868.95,92.82,84.49
o,1982.01,2049.11,67.1,113.06
r,2139.11,2227.55,88.44,90.0
d,2313.52,2390.29,76.77,85.97
1,2467.07,2568.41,101.34,76.78
2,2628.85,2723.21,94.36,60.45
3,2840.87,2911.77,70.9,117.66
