key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,211.0,375.49,164.5,171.0
c,556.23,779.99,223.76,180.74
u,804.99,948.57,143.58,25.0
r,1150.74,1302.0,151.25,202.17
e,1484.98,1596.07,111.09,182.98
p,1683.39,1766.56,83.17,87.32
a,1912.45,2011.46,99.01,145.88
s,2213.19,2451.15,237.97,201.73
s,2520.53,2698.06,177.53,69.37
w,2860.97,2978.05,117.08,162.91
o,3003.05,3214.53,211.49,25.0
r,3239.53,3328.7,89.17,25.0
d,3499.5,3681.85,182.34,170.8
1,3785.86,3877.6,91.73,104.02
2,4108.95,4219.49,110.54,231.35
3,4320.83,4405.69,84.86,101.34
