key,press_time,release_time,dwell_time,flight_time
s,0.0,140.9,140.9,0.0
e,329.73,544.47,214.75,188.83
c,846.02,964.84,118.82,301.55
u,1180.45,1313.62,133.17,215.61
r,1478.14,1643.81,165.67,164.52
e,1962.14,2287.78,325.64,318.33
p,2519.6,2620.61,101.01,231.81
a,2823.11,3004.54,181.44,202.5
s,3086.02,3336.24,250.22,81.47
s,3507.96,3737.79,229.83,171.72
w,3883.54,4002.15,118.6,145.75
o,4301.4,4431.7,130.3,299.25
r,4480.76,4633.69,152.92,49.07
d,4900.73,5054.19,153.46,267.04
1,5311.58,5547.07,235.48,257.39
2,5728.28,5930.16,201.87,181.22
3,6106.36,6258.09,151.73,176.2
