key,press_time,release_time,dwell_time,flight_time
s,0.0,120.64,120.64,0.0
e,305.0,485.58,180.58,184.36
c,579.52,821.73,242.21,93.95
u,966.49,1192.72,226.23,144.76
r,1262.14,1485.14,223.0,69.41
e,1622.73,1805.81,183.08,137.59
p,1954.97,2194.88,239.91,149.16
a,2349.54,2538.66,189.11,154.66
s,2703.57,2829.4,125.84,164.91
s,3024.09,3225.67,201.57,194.69
w,3406.06,3639.04,232.98,180.39
o,3810.81,4072.59,261.78,171.77
r,4262.26,4474.72,212.46,189.67
d,4692.38,4880.62,188.24,217.66
1,5025.58,5258.65,233.07,144.95
2,5471.22,5753.03,281.81,212.57
3,5969.08,6190.84,221.77,216.04
