key,press_time,release_time,dwell_time,flight_time
s,0.0,133.16,133.16,0.0
e,221.69,292.38,70.69,88.53
c,410.01,533.66,123.65,117.64
u,662.4,760.49,98.09,128.74
r,922.08,1070.01,147.93,161.59
e,1268.8,1440.89,172.09,198.8
p,1549.44,1717.09,167.64,108.55
a,1802.9,1925.51,122.61,85.81
s,2077.59,2236.31,158.71,152.09
s,2377.42,2516.76,139.34,141.11
w,2621.38,2774.91,153.54,104.61
o,2871.35,3052.61,181.26,96.44
r,3199.6,3388.88,189.28,146.99
d,3469.41,3592.31,122.89,80.53
1,3772.57,3920.92,148.36,180.26
2,4140.52,4255.53,115.01,219.59
3,4438.85,4648.66,209.81,183.32
