key,press_time,release_time,dwell_time,flight_time
s,0.0,54.6,54.6,0.0
e,174.39,292.42,118.03,119.8
c,434.97,546.75,111.78,142.55
u,634.62,728.65,94.03,87.87
r,845.57,916.72,71.14,116.92
e,1024.43,1096.3,71.87,107.72
p,1194.86,1318.98,124.12,98.56
a,1400.57,1482.69,82.12,81.59
s,1567.41,1695.23,127.82,84.71
s,1754.78,1808.58,53.8,59.55
w,1898.89,1988.62,89.73,90.31
o,2106.04,2217.45,111.41,117.42
r,2335.61,2429.76,94.14,118.16
d,2546.58,2659.84,113.26,116.83
1,2751.29,2841.9,90.6,91.45
2,2942.01,3004.37,62.36,100.11
3,3099.69,3206.31,106.62,95.32
