key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,134.07,224.42,90.35,94.07
c,309.57,413.04,103.47,85.15
u,484.13,572.47,88.35,71.08
r,648.81,693.01,44.2,76.34
e,772.19,821.23,49.04,79.18
p,900.28,985.81,85.53,79.05
a,1078.65,1150.25,71.6,92.84
s,1238.35,1298.24,59.89,88.1
s,1421.88,1526.32,104.43,123.64
w,1608.86,1678.87,70.0,82.54
o,1773.5,1845.28,71.77,94.64
r,1950.52,2050.85,100.33,105.25
d,2096.07,2143.11,47.04,45.22
1,2186.17,2281.62,95.45,43.07
2,2370.64,2497.31,126.67,89.01
3,2596.54,2706.48,109.94,99.23
