key,press_time,release_time,dwell_time,flight_time
s,0.0,103.78,103.78,0.0
e,259.17,437.49,178.32,155.39
c,566.91,706.68,139.78,129.42
u,828.87,943.01,114.13,122.19
r,1118.21,1318.27,200.06,175.2
e,1440.33,1612.72,172.39,122.07
p,1819.05,1998.43,179.38,206.33
a,2189.4,2257.21,67.81,190.97
s,2414.17,2520.54,106.38,156.96
s,2653.63,2798.14,144.51,133.08
w,2964.27,3125.18,160.91,166.13
o,3285.15,3450.94,165.79,159.97
r,3548.73,3659.72,110.99,97.79
d,3788.94,3969.26,180.32,129.23
1,4106.27,4271.3,165.03,137.01
2,4434.64,4598.2,163.56,163.33
3,4714.6,4887.37,172.77,116.4
