key,press_time,release_time,dwell_time,flight_time
s,0.0,61.11,61.11,0.0
e,166.91,247.12,80.21,105.8
c,386.15,457.8,71.65,139.03
u,589.66,640.61,50.94,131.86
r,733.28,799.07,65.79,92.67
e,926.61,997.25,70.65,127.54
p,1140.0,1237.01,97.01,142.75
a,1310.69,1412.41,101.72,73.68
s,1530.55,1605.8,75.25,118.14
s,1690.1,1753.22,63.12,84.3
w,1832.27,1922.48,90.21,79.05
o,2044.33,2106.19,61.86,121.85
r,2217.38,2307.67,90.29,111.19
d,2423.37,2480.03,56.66,115.7
1,2597.71,2690.31,92.59,117.69
2,2788.78,2878.21,89.43,98.47
3,2992.7,3093.48,100.78,114.49
